Model Name,Manufacturer,Registered In,Model Date,Fuel Type,Transmission,Color,Body Type,Engine Displacement,Driven,Price,page_link
Toyota Hilux Revo V Automatic 2.8 2018,Toyota,punjab,2018,Diesel,Automatic,Black,Double Cabin,2800 cc,"49,000 km",9250000,https://www.pakwheels.com/used-cars/toyota-hilux-2018-for-sale-in-lahore-10156236
Honda Civic EXi Prosmatec 2005,Honda,punjab,2005,Petrol,Automatic,Silver,Sedan,1500 cc,"223,000 km",1995000,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-rawalpindi-10156239
Suzuki Wagon R FA 2016,Suzuki,punjab,2016,Petrol,Automatic,Grey,Hatchback,660 cc,"161,000 km",1750000,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2016-for-sale-in-sargodha-10156233
Suzuki Mehran VXR Euro II 2013,Suzuki,punjab,2013,Petrol,Manual,Blue,Hatchback,796 cc,"25,000 km",950000,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-lahore-10156232
Suzuki Wagon R Hybrid FX 2022,Suzuki,punjab,2022,Hybrid,Automatic,Red,Hatchback,660 cc,"19,600 km",2250000,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-lahore-10008665
Mercedes Benz E Class E 200 Kompressor Elegance 2006,Mercedes Benz,punjab,2006,Petrol,Automatic,Black,Sedan,1800 cc,"135,007 km",6100000,https://www.pakwheels.com/used-cars/mercedes-benz-e-class-2006-for-sale-in-lahore-10026485
Toyota Corolla GLi 1.3 VVTi 2015,Toyota,punjab,2015,Petrol,Manual,Silver,Sedan,1300 cc,"126,000 km",3600000,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9846945
Toyota Surf SSR-X 2.7 1998,Toyota,punjab,1998,Petrol,Automatic,Black,SUV,2700 cc,"151,000 km",3350000,https://www.pakwheels.com/used-cars/toyota-surf-1998-for-sale-in-taunsa-sharif-10156228
Suzuki Cultus VXRi 2008,Suzuki,punjab,2008,Petrol,Manual,Solid White,Hatchback,1000 cc,"114,000 km",830000,https://www.pakwheels.com/used-cars/suzuki-cultus-2008-for-sale-in-lahore-10156221
Toyota Corolla GLi Automatic 1.3 VVTi 2017,Toyota,punjab,2017,Petrol,Automatic,Silver Metallic,Sedan,1300 cc,"71,000 km",4190000,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-10156217
Suzuki Cultus EURO II 2013,Suzuki,punjab,2013,Petrol,Manual,White,Hatchback,1000 cc,"98,000 km",1400000,https://www.pakwheels.com/used-cars/suzuki-cultus-2013-for-sale-in-muzaffar-gargh-10156216
Suzuki Alto VXR 2012,Suzuki,punjab,2012,Petrol,Manual,Blue,Hatchback,1000 cc,"146,000 km",1285000,https://www.pakwheels.com/used-cars/suzuki-alto-2012-for-sale-in-lahore-10156210
Honda Civic Oriel 1.8 i-VTEC CVT 2019,Honda,punjab,2019,Petrol,Automatic,Taffeta White,Sedan,1800 cc,"128,000 km",4980000,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-gujranwala-10156212
Daihatsu Boon 2023,Daihatsu,punjab,2023,Petrol,Automatic,Silver,N/A,660 cc,"22,870 km",4100000,https://www.pakwheels.com/used-cars/daihatsu-boon-2023-for-sale-in-lahore-10119523
Toyota Corolla GLi 1.3 VVTi 2016,Toyota,punjab,2016,Petrol,Manual,Silver Metallic,Sedan,1300 cc,"92,000 km",3650000,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-10156208
Suzuki Mehran VXR Euro II 2018,Suzuki,punjab,2018,Petrol,Manual,Solid White,Hatchback,796 cc,"51,000 km",1500000,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-taunsa-sharif-10156206
Toyota Corolla Altis Automatic 1.6 2019,Toyota,punjab,2019,Petrol,Automatic,Graphite Grey,Sedan,1600 cc,"90,000 km",4800000,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-lahore-10155829
Nissan Note e-Power X V Selection 2017,Nissan,punjab,2017,Hybrid,Automatic,White,Hatchback,1200 cc,"64,705 km",3500000,https://www.pakwheels.com/used-cars/nissan-note-2017-for-sale-in-rawalpindi-9115933
Toyota Aqua S 2020,Toyota,punjab,2020,Hybrid,Automatic,Silver metallic,Hatchback,1500 cc,"108,500 km",6100000,https://www.pakwheels.com/used-cars/toyota-aqua-2020-for-sale-in-lahore-10155801
Suzuki Alto VXR 2021,Suzuki,punjab,2021,Petrol,Manual,Silky Silver,Hatchback,660 cc,"75,000 km",2270000,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-10117713
Nissan Sakura G 2022,Nissan,punjab,2022,Electric,Automatic,Brown,Hatchback,,"2,000 km",4890000,https://www.pakwheels.com/used-cars/nissan-sakura-2022-for-sale-in-lahore-9941608
KIA Sportage AWD 2021,KIA,punjab,2021,Petrol,Automatic,White,Crossover,2000 cc,"66,000 km",6650000,https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-lahore-10155786
Toyota Corolla XLi VVTi 2011,Toyota,punjab,2011,Petrol,Manual,Attitude Black,Sedan,1300 cc,"123,450 km",2165000,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-lahore-10155750
Suzuki Every PZ Turbo 2019,Suzuki,punjab,2019,Petrol,Automatic,Grey,Micro Van,660 cc,"138,656 km",3550000,https://www.pakwheels.com/used-cars/suzuki-every-2019-for-sale-in-lahore-10093251
Honda Civic EXi Prosmatec 2002,Honda,punjab,2002,Petrol,Automatic,White,Sedan,1500 cc,"159,000 km",1300000,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-faisalabad-10152510
Nissan Dayz S 2022,Nissan,punjab,2022,Petrol,Automatic,Sterling Silver,Hatchback,660 cc,"22,146 km",3450000,https://www.pakwheels.com/used-cars/nissan-dayz-2022-for-sale-in-lahore-10071064
Suzuki Wagon R VXL 2021,Suzuki,punjab,2021,Petrol,Manual,Silver,Hatchback,1000 cc,"65,000 km",2785000,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2021-for-sale-in-lahore-10125928
Mitsubishi Minicab 2020,Mitsubishi,punjab,2020,Petrol,Automatic,White,N/A,660 cc,"107,363 km",2380000,https://www.pakwheels.com/used-cars/mitsubishi-minicab-2020-for-sale-in-multan-10135282
Toyota Corolla GLi 1.3 VVTi 2016,Toyota,punjab,2016,Petrol,Manual,Silver Metallic,Sedan,1300 cc,"92,000 km",3650000,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-10156208
Suzuki Mehran VXR Euro II 2018,Suzuki,punjab,2018,Petrol,Manual,Solid White,Hatchback,796 cc,"51,000 km",1500000,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-taunsa-sharif-10156206
Suzuki Alto VX 2022,Suzuki,punjab,2022,Petrol,Manual,Solid White,Hatchback,660 cc,"33,000 km",2320000,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-sargodha-10156201
Daihatsu Mira X SA lll 2018,Daihatsu,punjab,2018,Petrol,Automatic,Burgundy,Hatchback,660 cc,"49,500 km",2950000,https://www.pakwheels.com/used-cars/daihatsu-mira-2018-for-sale-in-lahore-10156046
Toyota Corolla GLi 1.3 VVTi 2010,Toyota,punjab,2010,Petrol,Manual,Gold,Sedan,1300 cc,"105,000 km",2375000,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-mandi-bahauddin-10156198
Mazda Carol GS 2019,Mazda,punjab,2019,Petrol,Automatic,Silver,Hatchback,660 cc,"50,000 km",3200000,https://www.pakwheels.com/used-cars/mazda-carol-2019-for-sale-in-rawalpindi-10155720
Toyota Prius Alpha G 2012,Toyota,punjab,2012,Hybrid,Automatic,Grey,MPV,1800 cc,"322,912 km",4100000,https://www.pakwheels.com/used-cars/toyota-prius-alpha-2012-for-sale-in-lahore-10114586
Hyundai Santro Plus 2000,Hyundai,punjab,2000,Petrol,Manual,White,Hatchback,1000 cc,"250,000 km",690000,https://www.pakwheels.com/used-cars/hyundai-santro-2000-for-sale-in-taxila-10156195
Honda Civic VTi Oriel 1.6 2004,Honda,punjab,2004,Petrol,Manual,Charcoal Grey Pearl,Sedan,1600 cc,"200,000 km",175000,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-lahore-10156188
Suzuki Mehran VXR Euro II 2017,Suzuki,punjab,2017,Petrol,Manual,Graphite Grey,Hatchback,796 cc,"13,079 km",1260000,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-okara-10156180
Honda City Aspire Prosmatec 1.3 i-VTEC 2017,Honda,punjab,2017,Petrol,Automatic,Black,Sedan,1300 cc,"81,790 km",3595000,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-10156178
DFSK Glory 580 Pro 2021,DFSK,punjab,2021,Petrol,Automatic,Attitude Black,Crossover,1500 cc,"61,045 km",4800000,https://www.pakwheels.com/used-cars/dfsk-glory-580-2021-for-sale-in-rawalpindi-10051597
Honda Fit Shuttle Hybrid 1.3 2012,Honda,punjab,2012,Hybrid,Automatic,Turquoise,Station Wagon,1300 cc,"76,000 km",3195000,https://www.pakwheels.com/used-cars/honda-fit-2012-for-sale-in-gujranwala-10153410
Suzuki Mehran VX (CNG) 2006,Suzuki,punjab,2006,Petrol,Manual,Solid White,Hatchback,800 cc,786 km,490000,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-lahore-10156174
Honda City 1.5L CVT 2022,Honda,punjab,2022,Petrol,Automatic,Taffeta White,Compact sedan,1500 cc,"60,000 km",4725000,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-10156172
Honda Acty Basegrade 2010,Honda,punjab,2010,Petrol,Automatic,White,Mini Van,660 cc,"70,000 km",1145000,https://www.pakwheels.com/used-cars/honda-acty-2010-for-sale-in-lahore-10156169
Toyota Avanza Standard 1.5 2011,Toyota,punjab,2011,Petrol,Manual,White,Mini Van,1500 cc,"100,000 km",1870000,https://www.pakwheels.com/used-cars/toyota-avanza-2011-for-sale-in-lahore-10156164
Audi A3 1.2 TFSI Exclusive Line 2018,Audi,punjab,2018,Petrol,Automatic,Black,Sedan,1200 cc,"80,000 km",8200000,https://www.pakwheels.com/used-cars/audi-a3-2018-for-sale-in-lahore-10156152
Suzuki Swift DLX 1.3 2017,Suzuki,punjab,2017,Petrol,Manual,Solid White,Hatchback,1300 cc,"95,000 km",2650000,https://www.pakwheels.com/used-cars/suzuki-swift-2017-for-sale-in-lahore-10155582
Subaru Stella 2011,Subaru,punjab,2011,Petrol,Automatic,Purple,N/A,660 cc,"103,200 km",2175000,https://www.pakwheels.com/used-cars/subaru-stella-2011-for-sale-in-lahore-10133254
Toyota Land Cruiser 1997,Toyota,punjab,1997,Petrol,Automatic,Green,N/A,3400 cc,"143,000 km",3600000,https://www.pakwheels.com/used-cars/toyota-land-cruiser-1997-for-sale-in-jhelum-9894460
Honda Civic EXi 1999,Honda,punjab,1999,Petrol,Manual,Silver,Sedan,1500 cc,"100,000 km",1300000,https://www.pakwheels.com/used-cars/honda-civic-1999-for-sale-in-nowshera-virka-10156158
Toyota Aqua G 2015,Toyota,punjab,2015,Hybrid,Automatic,Black Mica,Hatchback,1500 cc,"127,124 km",3900000,https://www.pakwheels.com/used-cars/toyota-aqua-2015-for-sale-in-rawalpindi-10051475
Daihatsu Mira X 2014,Daihatsu,punjab,2014,Petrol,Automatic,Unlisted,Hatchback,660 cc,"92,445 km",2300000,https://www.pakwheels.com/used-cars/daihatsu-mira-2014-for-sale-in-lahore-10156120
Toyota Passo X 2007,Toyota,punjab,2007,Petrol,Automatic,Green,Hatchback,1000 cc,"150,000 km",2150000,https://www.pakwheels.com/used-cars/toyota-passo-2007-for-sale-in-lahore-10152463
Suzuki Alto VXL AGS 2021,Suzuki,punjab,2021,Petrol,Automatic,Solid White,Hatchback,660 cc,"54,000 km",2775000,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-rawalpindi-10124073
Mercedes Benz C Class C180 AMG 2018,Mercedes Benz,punjab,2018,Petrol,Automatic,Black,Sedan,1600 cc,"65,000 km",17400000,https://www.pakwheels.com/used-cars/mercedes-benz-c-class-2018-for-sale-in-lahore-10045829
Hyundai Sonata 2.5 2023,Hyundai,punjab,2023,Petrol,Automatic,Polar White,Sedan,2500 cc,"63,000 km",10150000,https://www.pakwheels.com/used-cars/hyundai-sonata-2023-for-sale-in-faisalabad-10155729
Honda City 1.5L ASPIRE CVT 2022,Honda,punjab,2022,Petrol,Automatic,Taffeta White,Compact sedan,1500 cc,"43,500 km",5000000,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-10154240
KIA Sportage AWD 2020,KIA,punjab,2020,Petrol,Automatic,White,Crossover,2000 cc,"37,000 km",7100000,https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-lahore-10128571
Toyota Hilux Revo V Automatic 2.8 2022,Toyota,punjab,2022,Diesel,Automatic,Attitude Black,Double Cabin,2800 cc,"37,000 km",12900000,https://www.pakwheels.com/used-cars/toyota-hilux-2022-for-sale-in-lahore-10155688
Daihatsu Rocky G 2021,Daihatsu,punjab,2021,Petrol,Automatic,Beige,Crossover,1000 cc,"48,769 km",5550000,https://www.pakwheels.com/used-cars/daihatsu-rocky-2021-for-sale-in-gujranwala-10031177
Daihatsu Rocky G 2021,Daihatsu,punjab,2021,Petrol,Automatic,Black,Crossover,1000 cc,"12,000 km",4190000,https://www.pakwheels.com/used-cars/daihatsu-rocky-2021-for-sale-in-lahore-9990322
Daihatsu Rocky 2020,Daihatsu,punjab,2020,Petrol,Automatic,Silver,N/A,1000 cc,"78,000 km",4890000,https://www.pakwheels.com/used-cars/daihatsu-rocky-2020-for-sale-in-lahore-9941627
Suzuki Mehran VX Euro II 2017,Suzuki,punjab,2017,Petrol,Manual,Solid White,Hatchback,796 cc,"67,278 km",1160000,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-lahore-10010754
Mitsubishi EK Custom M 2016,Mitsubishi,punjab,2016,Petrol,Automatic,Black Metalic,Hatchback,660 cc,"90,226 km",2475000,https://www.pakwheels.com/used-cars/mitsubishi-ek-custom-2016-for-sale-in-lahore-10138188
Honda Insight EX 2020,Honda,punjab,2020,Hybrid,Automatic,Platinum White Pearl,Sedan,1500 cc,"32,000 km",9900008,https://www.pakwheels.com/used-cars/honda-insight-2020-for-sale-in-lahore-8897059
Daihatsu Mira X 2014,Daihatsu,punjab,2014,Petrol,Automatic,Unlisted,Hatchback,660 cc,"92,445 km",2300000,https://www.pakwheels.com/used-cars/daihatsu-mira-2014-for-sale-in-lahore-10156120
Toyota Passo X 2007,Toyota,punjab,2007,Petrol,Automatic,Green,Hatchback,1000 cc,"150,000 km",2150000,https://www.pakwheels.com/used-cars/toyota-passo-2007-for-sale-in-lahore-10152463
Nissan Note e-Power X 2021,Nissan,punjab,2021,Hybrid,Automatic,Pure White,Hatchback,1200 cc,"64,630 km",6500000,https://www.pakwheels.com/used-cars/nissan-note-2021-for-sale-in-lahore-10044136
Mitsubishi EK X 2022,Mitsubishi,punjab,2022,Petrol,Automatic,White,N/A,660 cc,"23,000 km",3750000,https://www.pakwheels.com/used-cars/mitsubishi-ek-x-2022-for-sale-in-faisalabad-10156144
Changan Alsvin 1.3L MT Comfort 2022,Changan,punjab,2022,Petrol,Manual,Steller White,Sedan,1300 cc,"16,000 km",3360000,https://www.pakwheels.com/used-cars/changan-alsvin-2022-for-sale-in-lahore-10156149
Suzuki Mehran VXR Euro II 2016,Suzuki,punjab,2016,Petrol,Manual,Solid White,Hatchback,796 cc,"71,000 km",1225000,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-lahore-10156148
Honda City i-DSI Vario 2004,Honda,punjab,2004,Petrol,Automatic,Urban Titanium,Sedan,1300 cc,"99,000 km",1300000,https://www.pakwheels.com/used-cars/honda-city-2004-for-sale-in-lahore-10156140
Toyota Hilux Revo V Automatic 2.8 2021,Toyota,punjab,2021,Diesel,Automatic,Super White,Double Cabin,2800 cc,"91,639 km",12700000,https://www.pakwheels.com/used-cars/toyota-hilux-2021-for-sale-in-lahore-10051519
Honda City 1.3 i-VTEC 2014,Honda,punjab,2014,Petrol,Manual,Lunar Silver Metallic,Sedan,1300 cc,"100,000 km",2950000,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-faisalabad-10156139
Honda CR-Z 2012,Honda,punjab,2012,Hybrid,Automatic,White,N/A,1500 cc,"167,000 km",3345000,https://www.pakwheels.com/used-cars/honda-cr-z-2012-for-sale-in-lahore-10114612
Toyota Corolla Altis Automatic 1.6 2018,Toyota,punjab,2018,Petrol,Automatic,White,Sedan,1600 cc,"81,480 km",4875000,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-10156136
Hyundai Tucson AWD A/T Ultimate 2022,Hyundai,punjab,2022,Petrol,Automatic,Black,SUV,2000 cc,"13,916 km",7950000,https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-10156007
Suzuki Wagon R VXL 2021,Suzuki,punjab,2021,Petrol,Manual,Solid White,Hatchback,1000 cc,"64,000 km",2750000,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2021-for-sale-in-rawalpindi-10156132
Mercedes Benz E Class E250 2012,Mercedes Benz,punjab,2012,Petrol,Automatic,Cuprite Brown,Sedan,2100 cc,"108,088 km",10900000,https://www.pakwheels.com/used-cars/mercedes-benz-e-class-2012-for-sale-in-faisalabad-10114468
Toyota Corolla GLi 1.3 VVTi 2008,Toyota,punjab,2008,Petrol,Manual,White,Sedan,1300 cc,"256,840 km",2350000,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-dina-10156128
Daihatsu Move Custom X 2011,Daihatsu,punjab,2011,Petrol,Automatic,Mica Black,Hatchback,660 cc,"110,000 km",2050000,https://www.pakwheels.com/used-cars/daihatsu-move-2011-for-sale-in-bahawalpur-10156126
Suzuki Alto VXR 2021,Suzuki,punjab,2021,Petrol,Manual,Solid White,Hatchback,660 cc,"54,000 km",2340000,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-10156119
Toyota Corolla Axio Hybrid 1.5 2017,Toyota,punjab,2017,Hybrid,Automatic,Silver Metallic,Sedan,1500 cc,"118,000 km",5000000,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2017-for-sale-in-rawalpindi-10156111
Toyota Corolla GLi 1.3 VVTi 2019,Toyota,punjab,2019,Petrol,Manual,White,Sedan,1300 cc,"59,000 km",4680000,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-gujar-khan-10156112
Honda Vezel Hybrid Z 2016,Honda,punjab,2016,Hybrid,Automatic,White,Crossover,1500 cc,"104,542 km",5600000,https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-gujranwala-10114431
Honda City i-DSI 2007,Honda,punjab,2007,Petrol,Manual,Grey,Sedan,1300 cc,"161,000 km",2150000,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-vehari-10115361
BMW X1 sDrive18i A/T 2017,BMW,punjab,2017,Petrol,Automatic,Alpine White,Crossover,1500 cc,"95,000 km",7500000,https://www.pakwheels.com/used-cars/bmw-x1-2017-for-sale-in-lahore-10155825
Toyota Corolla GLi Limited Edition 1.3 VVTi 2014,Toyota,punjab,2014,Petrol,Manual,Silver,Sedan,1300 cc,"96,000 km",3500000,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-sargodha-10156095
Honda City 2017,Honda,punjab,2017,Petrol,Automatic,Urban Titanium,N/A,1500 cc,"118,000 km",3455000,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-pak-pattan-sharif-10030807
Suzuki Cultus VXR 2020,Suzuki,punjab,2020,Petrol,Manual,White,Hatchback,1000 cc,"135,000 km",2890000,https://www.pakwheels.com/used-cars/suzuki-cultus-2020-for-sale-in-lahore-10156094
Honda Insight EX 2020,Honda,punjab,2020,Hybrid,Automatic,Platinum White Pearl,Sedan,1500 cc,"32,000 km",9900008,https://www.pakwheels.com/used-cars/honda-insight-2020-for-sale-in-lahore-8897059
Suzuki Every Wagon PZ Turbo 2019,Suzuki,punjab,2019,Petrol,Automatic,White,Micro Van,660 cc,"138,656 km",3550000,https://www.pakwheels.com/used-cars/suzuki-every-wagon-2019-for-sale-in-lahore-10155662
Toyota Vitz F 1.0 2009,Toyota,punjab,2009,Petrol,Automatic,Black,Hatchback,1000 cc,"152,907 km",2350000,https://www.pakwheels.com/used-cars/toyota-vitz-2009-for-sale-in-lahore-10154172
Toyota Hilux Revo V Automatic 2.8 2022,Toyota,punjab,2022,Diesel,Automatic,White,Double Cabin,2800 cc,"29,000 km",13100000,https://www.pakwheels.com/used-cars/toyota-hilux-2022-for-sale-in-lahore-10155652
Toyota Camry Up-Spec Automatic 2.4 2007,Toyota,punjab,2007,Petrol,Automatic,Black,Sedan,2400 cc,"139,000 km",3600000,https://www.pakwheels.com/used-cars/toyota-camry-2007-for-sale-in-lahore-10143268
Honda City i-DSI Vario 2006,Honda,punjab,2006,Petrol,Automatic,Red,Sedan,1300 cc,"120,000 km",1975000,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-gujranwala-10128464
Mercedes Benz E Class E200 2022,Mercedes Benz,punjab,2022,Petrol,Automatic,White,Sedan,2000 cc,"16,000 km",39500000,https://www.pakwheels.com/used-cars/mercedes-benz-e-class-2022-for-sale-in-lahore-10155628
Mercedes Benz C Class C180 Exclusive 2017,Mercedes Benz,punjab,2017,Petrol,Automatic,Black,Sedan,1600 cc,"65,327 km",15300000,https://www.pakwheels.com/used-cars/mercedes-benz-c-class-2017-for-sale-in-lahore-10135195
Suzuki Cultus EURO II 2013,Suzuki,punjab,2013,Petrol,Manual,Graphite Grey,Hatchback,1000 cc,"94,236 km",1550000,https://www.pakwheels.com/used-cars/suzuki-cultus-2013-for-sale-in-lahore-10155605
Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,punjab,2021,Petrol,Automatic,Crystal Black,Sedan,1800 cc,"68,000 km",6450000,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-10155595
Toyota Sienta 2019,Toyota,punjab,2019,Hybrid,Automatic,White,N/A,1500 cc,"155,000 km",6425000,https://www.pakwheels.com/used-cars/toyota-sienta-2019-for-sale-in-gujranwala-9996559
Honda BR-V i-VTEC S 2018,Honda,punjab,2018,Petrol,Automatic,White,MPV,1500 cc,"121,000 km",4100000,https://www.pakwheels.com/used-cars/honda-br-v-2018-for-sale-in-lahore-10125889
Suzuki Cultus VXR 2020,Suzuki,punjab,2020,Petrol,Manual,White,Hatchback,1000 cc,"135,000 km",2890000,https://www.pakwheels.com/used-cars/suzuki-cultus-2020-for-sale-in-lahore-10156094
Toyota Raize G 2021,Toyota,punjab,2021,Petrol,Automatic,Silver,Crossover,1000 cc,"82,372 km",5350000,https://www.pakwheels.com/used-cars/toyota-raize-2021-for-sale-in-lahore-10118284
Suzuki Alto VXR 2022,Suzuki,punjab,2022,Petrol,Manual,Solid White,Hatchback,660 cc,"46,000 km",2420000,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-lahore-10156084
Suzuki Alto VXL AGS 2021,Suzuki,punjab,2021,Petrol,Automatic,Silky Silver,Hatchback,660 cc,"55,000 km",2670080,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-rawalpindi-10156091
Toyota Corolla Altis Automatic 1.6 2015,Toyota,punjab,2015,Petrol,Automatic,Navy,Sedan,1600 cc,"85,000 km",4100000,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-rawalpindi-10156090
Toyota Yaris Hatchback G 1.0 2021,Toyota,punjab,2021,Petrol,Automatic,Blue,Hatchback,996 cc,"11,430 km",4600000,https://www.pakwheels.com/used-cars/toyota-yaris-hatchback-2021-for-sale-in-lahore-10092110
Suzuki Mehran VXR 2003,Suzuki,punjab,2003,Petrol,Manual,Silver Metallic,Hatchback,800 cc,"20,989 km",650000,https://www.pakwheels.com/used-cars/suzuki-mehran-2003-for-sale-in-lahore-10114408
Toyota Vitz F 1.0 2012,Toyota,punjab,2012,Petrol,Automatic,White,Hatchback,1000 cc,"88,000 km",2930000,https://www.pakwheels.com/used-cars/toyota-vitz-2012-for-sale-in-jand-9782656
Toyota Prius PHV (Plug In Hybrid) 2017,Toyota,punjab,2017,Hybrid,Automatic,Platinum Pearl White,Sedan,1800 cc,"148,640 km",9000000,https://www.pakwheels.com/used-cars/toyota-prius-2017-for-sale-in-okara-10156082
Toyota Land Cruiser ZX Gasoline 3.5L 2023,Toyota,punjab,2023,Petrol,Automatic,White,SUV,3500 cc,10 km,76500000,https://www.pakwheels.com/used-cars/toyota-land-cruiser-2023-for-sale-in-lahore-10143547
Toyota Corolla Cross 1.8 HEV X 2024,Toyota,punjab,2024,Hybrid,Automatic,Platinum White Pearl,SUV,1800 cc,"10,000 km",9300000,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-lahore-10156038
Honda City 1.3 i-VTEC Prosmatec 2010,Honda,punjab,2010,Petrol,Automatic,Taffeta White,Sedan,1300 cc,"180,000 km",2450000,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-phool-nagar-10156074
Suzuki Cultus VXR (CNG) 2006,Suzuki,punjab,2006,Petrol,Manual,Turquoise,Hatchback,1000 cc,"56,500 km",975000,https://www.pakwheels.com/used-cars/suzuki-cultus-2006-for-sale-in-rahim-yar-khan-10156071
Honda Civic Oriel 1.8 i-VTEC CVT 2017,Honda,punjab,2017,Petrol,Automatic,Taffeta White,Sedan,1800 cc,"55,000 km",4950000,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-10156070
Honda City 1.3 i-VTEC 2016,Honda,punjab,2016,Petrol,Manual,Taffeta White,Sedan,1300 cc,"106,000 km",3175000,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-rawalpindi-10156068
Toyota Raize Z 2020,Toyota,punjab,2020,Petrol,Automatic,White,Crossover,1000 cc,"70,000 km",5875000,https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-lahore-10154704
Suzuki Solio 2018,Suzuki,punjab,2018,Petrol,Automatic,Silver,N/A,1300 cc,"202,500 km",2275000,https://www.pakwheels.com/used-cars/suzuki-solio-2018-for-sale-in-faisalabad-10022806
MG HS Trophy 2021,MG,punjab,2021,Petrol,Automatic,Black,Crossover,1500 cc,"64,000 km",6200000,https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-lahore-10049627
Toyota Corolla GLi 1.3 VVTi 2011,Toyota,punjab,2011,Petrol,Manual,Medium Silver,Sedan,1300 cc,"100,000 km",3100000,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-gujranwala-10156061
Suzuki Mehran VX Euro II Limited Edition 2016,Suzuki,punjab,2016,Petrol,Manual,Gold,Hatchback,796 cc,"115,000 km",1150000,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-multan-10156053
Honda City EXi 2002,Honda,punjab,2002,Petrol,Manual,Silver,Sedan,1300 cc,"175,000 km",1100000,https://www.pakwheels.com/used-cars/honda-city-2002-for-sale-in-sialkot-10156044
Nissan Clipper 2019,Nissan,punjab,2019,Petrol,Automatic,Black,N/A,600 cc,"218,520 km",1715000,https://www.pakwheels.com/used-cars/nissan-clipper-2019-for-sale-in-gujranwala-10156049
Honda Civic EXi 2005,Honda,punjab,2005,Petrol,Manual,Alabaster Silver,Sedan,1500 cc,"163,000 km",1675000,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-jhelum-10156048
